,author id,author username,is_verified_user,followers_count,following_count,tweet_count,listed_count,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet,txt_lower_rm_nonalpha,txt_tokenized,txt_nostp,lemmatized,stemmed,cleaned,polarity
140,252571367,rioseco751,False,715,0,14046,34,2012-08-16 21:10:11+00:00, ,236208256513617920,en,0,0,0,0,Twitter for iPad,Same game with eur/jpy and usd/chf ( inverse). Its great to follow you guys. Fantastic Job.,same game with eurjpy and usdchf  inverse its great to follow you guys fantastic job,"['same', 'game', 'with', 'eurjpy', 'and', 'usdchf', 'inverse', 'its', 'great', 'to', 'follow', 'you', 'guys', 'fantastic', 'job']","['game', 'eurjpy', 'usdchf', 'inverse', 'great', 'follow', 'guys', 'fantastic', 'job']","['game', 'eurjpy', 'usdchf', 'inverse', 'great', 'follow', 'guy', 'fantastic', 'job']","['game', 'eurjpi', 'usdchf', 'invers', 'great', 'follow', 'guy', 'fantast', 'job']",game eurjpi usdchf invers great follow guy fantast job,"{'neg': 0.0, 'neu': 0.661, 'pos': 0.339, 'compound': 0.6249}"
141,93873694,luvforex,False,61,66,229,1,2012-08-16 18:06:23+00:00, ,236162000189804547,en,0,0,0,0,Twitter Web Client,2 positions open right now : usd/cad short from .988370 and eur/gbp long from .785270,2 positions open right now  usdcad short from 988370 and eurgbp long from 785270,"['2', 'positions', 'open', 'right', 'now', 'usdcad', 'short', 'from', '988370', 'and', 'eurgbp', 'long', 'from', '785270']","['2', 'positions', 'open', 'right', 'usdcad', 'short', '988370', 'eurgbp', 'long', '785270']","['2', 'position', 'open', 'right', 'usdcad', 'short', '988370', 'eurgbp', 'long', '785270']","['2', 'posit', 'open', 'right', 'usdcad', 'short', '988370', 'eurgbp', 'long', '785270']",posit open right usdcad short 988370 eurgbp long 785270,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
142,252571367,rioseco751,False,715,0,14046,34,2012-08-16 12:44:38+00:00, ,236081032523296768,en,0,0,0,0,Twitter for iPhone,"Working well long eur/usd from 1,2270 stop 1,2250 i add moré at 1,2310. Looking for 1,2378 And 1,2535.",working well long eurusd from 12270 stop 12250 i add mor at 12310 looking for 12378 and 12535,"['working', 'well', 'long', 'eurusd', 'from', '12270', 'stop', '12250', 'i', 'add', 'mor', 'at', '12310', 'looking', 'for', '12378', 'and', '12535']","['working', 'well', 'long', 'eurusd', '12270', 'stop', '12250', 'add', 'mor', '12310', 'looking', '12378', '12535']","['working', 'well', 'long', 'eurusd', '12270', 'stop', '12250', 'add', 'mor', '12310', 'looking', '12378', '12535']","['work', 'well', 'long', 'eurusd', '12270', 'stop', '12250', 'add', 'mor', '12310', 'look', '12378', '12535']",work well long eurusd 12270 stop 12250 add mor 12310 look 12378 12535,"{'neg': 0.144, 'neu': 0.719, 'pos': 0.137, 'compound': -0.0258}"
143,79233326,ElliottForecast,False,27039,22,481066,673,2012-08-16 12:21:58+00:00, ,236075324805369856,en,0,0,0,0,TweetDeck,$EURUSD: 1.2304 (Asian session high) and hourly downtrend resistance are key areas. Above 1.2304 exposes 1.2324 #EUR #USD,eurusd 12304 asian session high and hourly downtrend resistance are key areas above 12304 exposes 12324  ,"['eurusd', '12304', 'asian', 'session', 'high', 'and', 'hourly', 'downtrend', 'resistance', 'are', 'key', 'areas', 'above', '12304', 'exposes', '12324']","['eurusd', '12304', 'asian', 'session', 'high', 'hourly', 'downtrend', 'resistance', 'key', 'areas', '12304', 'exposes', '12324']","['eurusd', '12304', 'asian', 'session', 'high', 'hourly', 'downtrend', 'resistance', 'key', 'area', '12304', 'expose', '12324']","['eurusd', '12304', 'asian', 'session', 'high', 'hour', 'downtrend', 'resist', 'key', 'area', '12304', 'expos', '12324']",eurusd 12304 asian session high hour downtrend resist key area 12304 expos 12324,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
144,61855237,Oohrhii,False,12,45,120,1,2012-08-16 09:42:06+00:00, ,236035095285358592,en,0,0,0,0,Twitter for BlackBerry®,Very silent buh dangerous market..just bought eur/usd and sold usd/chf...its gonna b volatile yeah..but I wanna participate...fx adrenaline.,very silent buh dangerous marketjust bought eurusd and sold usdchfits gonna b volatile yeahbut i wanna participatefx adrenaline,"['very', 'silent', 'buh', 'dangerous', 'marketjust', 'bought', 'eurusd', 'and', 'sold', 'usdchfits', 'gon', 'na', 'b', 'volatile', 'yeahbut', 'i', 'wan', 'na', 'participatefx', 'adrenaline']","['silent', 'buh', 'dangerous', 'marketjust', 'bought', 'eurusd', 'sold', 'usdchfits', 'gon', 'na', 'b', 'volatile', 'yeahbut', 'wan', 'na', 'participatefx', 'adrenaline']","['silent', 'buh', 'dangerous', 'marketjust', 'bought', 'eurusd', 'sold', 'usdchfits', 'gon', 'na', 'b', 'volatile', 'yeahbut', 'wan', 'na', 'participatefx', 'adrenaline']","['silent', 'buh', 'danger', 'marketjust', 'bought', 'eurusd', 'sold', 'usdchfit', 'gon', 'na', 'b', 'volatil', 'yeahbut', 'wan', 'na', 'participatefx', 'adrenalin']",silent buh danger marketjust bought eurusd sold usdchfit gon volatil yeahbut wan participatefx adrenalin,"{'neg': 0.207, 'neu': 0.793, 'pos': 0.0, 'compound': -0.5267}"
145,277299425,redheadjosh,False,17,29,154,0,2012-08-16 08:33:17+00:00, ,236017778245652480,en,0,0,0,0,Twitter for iPhone,Big spike I'm now going short on audusd  eur and Gbp usd set same as always 40 tp ls 80. 3784 pips this year less then last year but good,big spike im now going short on audusd  eur and gbp usd set same as always 40 tp ls 80 3784 pips this year less then last year but good,"['big', 'spike', 'im', 'now', 'going', 'short', 'on', 'audusd', 'eur', 'and', 'gbp', 'usd', 'set', 'same', 'as', 'always', '40', 'tp', 'ls', '80', '3784', 'pips', 'this', 'year', 'less', 'then', 'last', 'year', 'but', 'good']","['big', 'spike', 'im', 'going', 'short', 'audusd', 'eur', 'gbp', 'usd', 'set', 'always', '40', 'tp', 'ls', '80', '3784', 'pips', 'year', 'less', 'last', 'year', 'good']","['big', 'spike', 'im', 'going', 'short', 'audusd', 'eur', 'gbp', 'usd', 'set', 'always', '40', 'tp', 'l', '80', '3784', 'pip', 'year', 'le', 'last', 'year', 'good']","['big', 'spike', 'im', 'go', 'short', 'audusd', 'eur', 'gbp', 'usd', 'set', 'alway', '40', 'tp', 'l', '80', '3784', 'pip', 'year', 'le', 'last', 'year', 'good']",big spike short audusd eur gbp usd set alway 3784 pip year last year good,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}"
146,252571367,rioseco751,False,715,0,14046,34,2012-08-16 07:50:04+00:00, ,236006901257736192,en,0,0,0,0,Twitter Web Client,to me eur/usd and eur/jpy is making a bear flag . D1.,to me eurusd and eurjpy is making a bear flag  d1,"['to', 'me', 'eurusd', 'and', 'eurjpy', 'is', 'making', 'a', 'bear', 'flag', 'd1']","['eurusd', 'eurjpy', 'making', 'bear', 'flag', 'd1']","['eurusd', 'eurjpy', 'making', 'bear', 'flag', 'd1']","['eurusd', 'eurjpi', 'make', 'bear', 'flag', 'd1']",eurusd eurjpi make bear flag,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
147,252009435,fxcmn,False,3578,4395,91647,24,2012-08-16 07:16:04+00:00, ,235998344550420480,en,0,0,0,0,dlvr.it,Currency News &gt;&gt; EUR/USD: The market is trading between the support of the bottom of the rising channel and the June 18 high at 1.2371.,currency news gtgt eurusd the market is trading between the support of the bottom of the rising channel and the june 18 high at 12371,"['currency', 'news', 'gtgt', 'eurusd', 'the', 'market', 'is', 'trading', 'between', 'the', 'support', 'of', 'the', 'bottom', 'of', 'the', 'rising', 'channel', 'and', 'the', 'june', '18', 'high', 'at', '12371']","['currency', 'news', 'gtgt', 'eurusd', 'market', 'trading', 'support', 'bottom', 'rising', 'channel', 'june', '18', 'high', '12371']","['currency', 'news', 'gtgt', 'eurusd', 'market', 'trading', 'support', 'bottom', 'rising', 'channel', 'june', '18', 'high', '12371']","['currenc', 'news', 'gtgt', 'eurusd', 'market', 'trade', 'support', 'bottom', 'rise', 'channel', 'june', '18', 'high', '12371']",currenc news gtgt eurusd market trade support bottom rise channel june high 12371,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.4019}"
148,248381088,ava4x,False,2836,3129,81190,27,2012-08-16 07:16:04+00:00, ,235998342096769024,en,0,0,0,0,dlvr.it,Attention! FX news: EUR/USD: The market is trading between the support of the bottom of the rising channel and the June 18 high at 1.2371.,attention fx news eurusd the market is trading between the support of the bottom of the rising channel and the june 18 high at 12371,"['attention', 'fx', 'news', 'eurusd', 'the', 'market', 'is', 'trading', 'between', 'the', 'support', 'of', 'the', 'bottom', 'of', 'the', 'rising', 'channel', 'and', 'the', 'june', '18', 'high', 'at', '12371']","['attention', 'fx', 'news', 'eurusd', 'market', 'trading', 'support', 'bottom', 'rising', 'channel', 'june', '18', 'high', '12371']","['attention', 'fx', 'news', 'eurusd', 'market', 'trading', 'support', 'bottom', 'rising', 'channel', 'june', '18', 'high', '12371']","['attent', 'fx', 'news', 'eurusd', 'market', 'trade', 'support', 'bottom', 'rise', 'channel', 'june', '18', 'high', '12371']",attent news eurusd market trade support bottom rise channel june high 12371,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}"
149,248402525,MaryColvard,False,3221,3778,71870,63,2012-08-16 07:16:02+00:00, ,235998336610598912,en,0,0,0,0,dlvr.it,[News Now] EUR/USD: The market is trading between the support of the bottom of the rising channel and the June 18 high at 1.2371.,news now eurusd the market is trading between the support of the bottom of the rising channel and the june 18 high at 12371,"['news', 'now', 'eurusd', 'the', 'market', 'is', 'trading', 'between', 'the', 'support', 'of', 'the', 'bottom', 'of', 'the', 'rising', 'channel', 'and', 'the', 'june', '18', 'high', 'at', '12371']","['news', 'eurusd', 'market', 'trading', 'support', 'bottom', 'rising', 'channel', 'june', '18', 'high', '12371']","['news', 'eurusd', 'market', 'trading', 'support', 'bottom', 'rising', 'channel', 'june', '18', 'high', '12371']","['news', 'eurusd', 'market', 'trade', 'support', 'bottom', 'rise', 'channel', 'june', '18', 'high', '12371']",news eurusd market trade support bottom rise channel june high 12371,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.4019}"
150,239902477,ForexCommune,False,4461,5303,77880,47,2012-08-16 07:16:02+00:00, ,235998334869983233,en,0,0,0,0,dlvr.it,[Update] EUR/USD: The market is trading between the support of the bottom of the rising channel and the June 18 high at 1.2371.,update eurusd the market is trading between the support of the bottom of the rising channel and the june 18 high at 12371,"['update', 'eurusd', 'the', 'market', 'is', 'trading', 'between', 'the', 'support', 'of', 'the', 'bottom', 'of', 'the', 'rising', 'channel', 'and', 'the', 'june', '18', 'high', 'at', '12371']","['update', 'eurusd', 'market', 'trading', 'support', 'bottom', 'rising', 'channel', 'june', '18', 'high', '12371']","['update', 'eurusd', 'market', 'trading', 'support', 'bottom', 'rising', 'channel', 'june', '18', 'high', '12371']","['updat', 'eurusd', 'market', 'trade', 'support', 'bottom', 'rise', 'channel', 'june', '18', 'high', '12371']",updat eurusd market trade support bottom rise channel june high 12371,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.4019}"
151,248379272,askobidcom,False,4674,5823,80657,57,2012-08-16 07:16:01+00:00, ,235998333393588224,en,0,0,0,0,dlvr.it,[Breaking news] EUR/USD: The market is trading between the support of the bottom of the rising channel and the June 18 high at 1.2371.,breaking news eurusd the market is trading between the support of the bottom of the rising channel and the june 18 high at 12371,"['breaking', 'news', 'eurusd', 'the', 'market', 'is', 'trading', 'between', 'the', 'support', 'of', 'the', 'bottom', 'of', 'the', 'rising', 'channel', 'and', 'the', 'june', '18', 'high', 'at', '12371']","['breaking', 'news', 'eurusd', 'market', 'trading', 'support', 'bottom', 'rising', 'channel', 'june', '18', 'high', '12371']","['breaking', 'news', 'eurusd', 'market', 'trading', 'support', 'bottom', 'rising', 'channel', 'june', '18', 'high', '12371']","['break', 'news', 'eurusd', 'market', 'trade', 'support', 'bottom', 'rise', 'channel', 'june', '18', 'high', '12371']",break news eurusd market trade support bottom rise channel june high 12371,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}"
152,414259284,Tickmill,False,34156,125,25635,161,2012-08-16 07:05:32+00:00, ,235995693960003585,en,0,0,0,0,Twitter Web Client,"#EUR/USD Good Buy Orders filled in the 1.2270-75 area, more 1.2250-60 and 1.2240
Stops now touted under 1.2250 and 1.2240",usd good buy orders filled in the 1227075 area more 1225060 and 12240stops now touted under 12250 and 12240,"['usd', 'good', 'buy', 'orders', 'filled', 'in', 'the', '1227075', 'area', 'more', '1225060', 'and', '12240stops', 'now', 'touted', 'under', '12250', 'and', '12240']","['usd', 'good', 'buy', 'orders', 'filled', '1227075', 'area', '1225060', '12240stops', 'touted', '12250', '12240']","['usd', 'good', 'buy', 'order', 'filled', '1227075', 'area', '1225060', '12240stops', 'touted', '12250', '12240']","['usd', 'good', 'buy', 'order', 'fill', '1227075', 'area', '1225060', '12240stop', 'tout', '12250', '12240']",usd good buy order fill 1227075 area 1225060 12240stop tout 12250 12240,"{'neg': 0.104, 'neu': 0.694, 'pos': 0.201, 'compound': 0.34}"
153,414259284,Tickmill,False,34156,125,25635,161,2012-08-16 06:11:51+00:00, ,235982182533967872,en,0,0,0,0,Twitter Web Client,#EUR/USD Buy Orders below too but stops sub-1.2270 and 1.2240,usd buy orders below too but stops sub12270 and 12240,"['usd', 'buy', 'orders', 'below', 'too', 'but', 'stops', 'sub12270', 'and', '12240']","['usd', 'buy', 'orders', 'stops', 'sub12270', '12240']","['usd', 'buy', 'order', 'stop', 'sub12270', '12240']","['usd', 'buy', 'order', 'stop', 'sub12270', '12240']",usd buy order stop sub12270 12240,"{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}"
154,39083502,betehumaine,False,5,0,1104,1,2012-08-16 06:01:36+00:00, ,235979604890882048,en,0,0,0,0,TweetDeck,"Expecting a gap up across the indices, and push up in Eur/usd, Aud/usd etc.",expecting a gap up across the indices and push up in eurusd audusd etc,"['expecting', 'a', 'gap', 'up', 'across', 'the', 'indices', 'and', 'push', 'up', 'in', 'eurusd', 'audusd', 'etc']","['expecting', 'gap', 'across', 'indices', 'push', 'eurusd', 'audusd', 'etc']","['expecting', 'gap', 'across', 'index', 'push', 'eurusd', 'audusd', 'etc']","['expect', 'gap', 'across', 'index', 'push', 'eurusd', 'audusd', 'etc']",expect gap across index push eurusd audusd etc,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
155,385768970,KiteForex,False,1012,1728,4484,5,2012-08-16 03:46:18+00:00, ,235945555019329536,en,0,0,0,0,Facebook,EUR/USD SELL @ 1.2290 AND 1.2350 WITH TP  1.2231 AND 1.2171 WITH SL 1.2409,eurusd sell  12290 and 12350 with tp  12231 and 12171 with sl 12409,"['eurusd', 'sell', '12290', 'and', '12350', 'with', 'tp', '12231', 'and', '12171', 'with', 'sl', '12409']","['eurusd', 'sell', '12290', '12350', 'tp', '12231', '12171', 'sl', '12409']","['eurusd', 'sell', '12290', '12350', 'tp', '12231', '12171', 'sl', '12409']","['eurusd', 'sell', '12290', '12350', 'tp', '12231', '12171', 'sl', '12409']",eurusd sell 12290 12350 12231 12171 12409,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
156,385768970,KiteForex,False,1012,1728,4484,5,2012-08-16 03:42:24+00:00, ,235944574370078720,en,0,0,0,0,Facebook,EUR/USD  SELL @1.2321 AND 1.2370 WITH TP 1.2272 AND 1.2224 WITH SL 1.2418,eurusd  sell 2321 and 12370 with tp 12272 and 12224 with sl 12418,"['eurusd', 'sell', '2321', 'and', '12370', 'with', 'tp', '12272', 'and', '12224', 'with', 'sl', '12418']","['eurusd', 'sell', '2321', '12370', 'tp', '12272', '12224', 'sl', '12418']","['eurusd', 'sell', '2321', '12370', 'tp', '12272', '12224', 'sl', '12418']","['eurusd', 'sell', '2321', '12370', 'tp', '12272', '12224', 'sl', '12418']",eurusd sell 2321 12370 12272 12224 12418,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
157,22973153,IlyaSpivak,False,52377,341,33870,1027,2012-08-16 02:42:38+00:00, ,235929531276472320,en,1,0,0,0,Echofon,@GeorgeStoykov I like CAD against other risk currencies to factor out risk appetite and focus on growth trends. I like USD against EUR, i like cad against other risk currencies to factor out risk appetite and focus on growth trends i like usd against eur,"['i', 'like', 'cad', 'against', 'other', 'risk', 'currencies', 'to', 'factor', 'out', 'risk', 'appetite', 'and', 'focus', 'on', 'growth', 'trends', 'i', 'like', 'usd', 'against', 'eur']","['like', 'cad', 'risk', 'currencies', 'factor', 'risk', 'appetite', 'focus', 'growth', 'trends', 'like', 'usd', 'eur']","['like', 'cad', 'risk', 'currency', 'factor', 'risk', 'appetite', 'focus', 'growth', 'trend', 'like', 'usd', 'eur']","['like', 'cad', 'risk', 'currenc', 'factor', 'risk', 'appetit', 'focus', 'growth', 'trend', 'like', 'usd', 'eur']",like cad risk currenc factor risk appetit focus growth trend like usd eur,"{'neg': 0.212, 'neu': 0.404, 'pos': 0.384, 'compound': 0.5267}"
158,435609120,LuigiBissatini,False,42,0,2251,2,2012-08-15 19:43:59+00:00, ,235824175003086848,en,0,0,0,0,Twitter Web Client,"EUR/USD: keeping below 1,2293 and 1,2310, further downside is expected, 1,2194 might be end of wave B (from 1,2442) before up again",eurusd keeping below 12293 and 12310 further downside is expected 12194 might be end of wave b from 12442 before up again,"['eurusd', 'keeping', 'below', '12293', 'and', '12310', 'further', 'downside', 'is', 'expected', '12194', 'might', 'be', 'end', 'of', 'wave', 'b', 'from', '12442', 'before', 'up', 'again']","['eurusd', 'keeping', '12293', '12310', 'downside', 'expected', '12194', 'might', 'end', 'wave', 'b', '12442']","['eurusd', 'keeping', '12293', '12310', 'downside', 'expected', '12194', 'might', 'end', 'wave', 'b', '12442']","['eurusd', 'keep', '12293', '12310', 'downsid', 'expect', '12194', 'might', 'end', 'wave', 'b', '12442']",eurusd keep 12293 12310 downsid expect 12194 might end wave 12442,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
159,282136529,zhanusic,False,2563,2372,39807,21,2012-08-15 18:05:55+00:00, ,235799494518792192,en,0,0,0,0,twitterfeed,"Daily Summary on USD, EUR, GBP, JPY, AUD and CAD",daily summary on usd eur gbp jpy aud and cad,"['daily', 'summary', 'on', 'usd', 'eur', 'gbp', 'jpy', 'aud', 'and', 'cad']","['daily', 'summary', 'usd', 'eur', 'gbp', 'jpy', 'aud', 'cad']","['daily', 'summary', 'usd', 'eur', 'gbp', 'jpy', 'aud', 'cad']","['daili', 'summari', 'usd', 'eur', 'gbp', 'jpi', 'aud', 'cad']",daili summari usd eur gbp jpi aud cad,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
160,435609120,LuigiBissatini,False,42,0,2251,2,2012-08-15 15:29:23+00:00, ,235760102068588546,en,0,0,0,0,Twitter Web Client,"EUR/USD; inability to recover from today lows opens the RISK of B wave not finished and probably heading towards 1,2194 (61,8% 1,2041&gt;1,2442",eurusd inability to recover from today lows opens the risk of b wave not finished and probably heading towards 12194 618 12041gt12442,"['eurusd', 'inability', 'to', 'recover', 'from', 'today', 'lows', 'opens', 'the', 'risk', 'of', 'b', 'wave', 'not', 'finished', 'and', 'probably', 'heading', 'towards', '12194', '618', '12041gt12442']","['eurusd', 'inability', 'recover', 'today', 'lows', 'opens', 'risk', 'b', 'wave', 'finished', 'probably', 'heading', 'towards', '12194', '618', '12041gt12442']","['eurusd', 'inability', 'recover', 'today', 'low', 'open', 'risk', 'b', 'wave', 'finished', 'probably', 'heading', 'towards', '12194', '618', '12041gt12442']","['eurusd', 'inabl', 'recov', 'today', 'low', 'open', 'risk', 'b', 'wave', 'finish', 'probabl', 'head', 'toward', '12194', '618', '12041gt12442']",eurusd inabl recov today low open risk wave finish probabl head toward 12194 618 12041gt12442,"{'neg': 0.244, 'neu': 0.756, 'pos': 0.0, 'compound': -0.4939}"
161,127835834,pipaccumulator,False,3448,82,11886,47,2012-08-15 11:28:44+00:00, ,235699542497038337,en,0,0,0,0,Twitter Web Client,AUD/USD EUR/USD &amp; NZD/USD still short from Monday and yesterday stops/limits not changed. Higher inflation data today shld push these lower.,audusd eurusd amp nzdusd still short from monday and yesterday stopslimits not changed higher inflation data today shld push these lower,"['audusd', 'eurusd', 'amp', 'nzdusd', 'still', 'short', 'from', 'monday', 'and', 'yesterday', 'stopslimits', 'not', 'changed', 'higher', 'inflation', 'data', 'today', 'shld', 'push', 'these', 'lower']","['audusd', 'eurusd', 'amp', 'nzdusd', 'still', 'short', 'monday', 'yesterday', 'stopslimits', 'changed', 'higher', 'inflation', 'data', 'today', 'shld', 'push', 'lower']","['audusd', 'eurusd', 'amp', 'nzdusd', 'still', 'short', 'monday', 'yesterday', 'stopslimits', 'changed', 'higher', 'inflation', 'data', 'today', 'shld', 'push', 'lower']","['audusd', 'eurusd', 'amp', 'nzdusd', 'still', 'short', 'monday', 'yesterday', 'stopslimit', 'chang', 'higher', 'inflat', 'data', 'today', 'shld', 'push', 'lower']",audusd eurusd amp nzdusd still short monday yesterday stopslimit chang higher inflat data today shld push lower,"{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.296}"
162,71240403,chan3399,False,115,228,552,5,2012-08-15 10:51:37+00:00, ,235690200020447232,en,0,0,0,0,Twitter Web Client,"Booked profit on my EUR/GBP and EUR/USD shorts....If EUR/USD breaks its ascending channel, then might get in again. Otherwise will go long",booked profit on my eurgbp and eurusd shortsif eurusd breaks its ascending channel then might get in again otherwise will go long,"['booked', 'profit', 'on', 'my', 'eurgbp', 'and', 'eurusd', 'shortsif', 'eurusd', 'breaks', 'its', 'ascending', 'channel', 'then', 'might', 'get', 'in', 'again', 'otherwise', 'will', 'go', 'long']","['booked', 'profit', 'eurgbp', 'eurusd', 'shortsif', 'eurusd', 'breaks', 'ascending', 'channel', 'might', 'get', 'otherwise', 'go', 'long']","['booked', 'profit', 'eurgbp', 'eurusd', 'shortsif', 'eurusd', 'break', 'ascending', 'channel', 'might', 'get', 'otherwise', 'go', 'long']","['book', 'profit', 'eurgbp', 'eurusd', 'shortsif', 'eurusd', 'break', 'ascend', 'channel', 'might', 'get', 'otherwis', 'go', 'long']",book profit eurgbp eurusd shortsif eurusd break ascend channel might get otherwis long,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}"
163,388934586,AbidexDBaddest,False,20,227,2903,0,2012-08-15 10:45:27+00:00, ,235688647649800193,en,0,0,0,0,Twitter for BlackBerry®,"Eur/Usd is doing 1.2280 at the moment. Something that started on a quiet note hovering 1.2325, did 1.2340 and faced.",eurusd is doing 12280 at the moment something that started on a quiet note hovering 12325 did 12340 and faced,"['eurusd', 'is', 'doing', '12280', 'at', 'the', 'moment', 'something', 'that', 'started', 'on', 'a', 'quiet', 'note', 'hovering', '12325', 'did', '12340', 'and', 'faced']","['eurusd', '12280', 'moment', 'something', 'started', 'quiet', 'note', 'hovering', '12325', '12340', 'faced']","['eurusd', '12280', 'moment', 'something', 'started', 'quiet', 'note', 'hovering', '12325', '12340', 'faced']","['eurusd', '12280', 'moment', 'someth', 'start', 'quiet', 'note', 'hover', '12325', '12340', 'face']",eurusd 12280 moment someth start quiet note hover 12325 12340 face,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
164,316485110,TradeDesk_Steve,False,20784,1768,64738,929,2012-08-15 08:13:11+00:00, ,235650330312966144,en,0,0,1,0,TweetDeck,Gold and  Silver down this morning.   yields falling.  EUR/USD near session lows,gold and  silver down this morning   yields falling  eurusd near session lows,"['gold', 'and', 'silver', 'down', 'this', 'morning', 'yields', 'falling', 'eurusd', 'near', 'session', 'lows']","['gold', 'silver', 'morning', 'yields', 'falling', 'eurusd', 'near', 'session', 'lows']","['gold', 'silver', 'morning', 'yield', 'falling', 'eurusd', 'near', 'session', 'low']","['gold', 'silver', 'morn', 'yield', 'fall', 'eurusd', 'near', 'session', 'low']",gold silver morn yield fall eurusd near session low,"{'neg': 0.208, 'neu': 0.792, 'pos': 0.0, 'compound': -0.2732}"
165,217878726,SUNSEEDMAN,False,3868,909,11038,68,2012-08-15 07:41:36+00:00, ,235642383457452032,en,0,0,0,0,Twitter Web Client,"but not sure sustainable with still weaker EUR/USD and deteriorated economical growth in major importers ( China, Japan, EU etc ).",but not sure sustainable with still weaker eurusd and deteriorated economical growth in major importers  china japan eu etc ,"['but', 'not', 'sure', 'sustainable', 'with', 'still', 'weaker', 'eurusd', 'and', 'deteriorated', 'economical', 'growth', 'in', 'major', 'importers', 'china', 'japan', 'eu', 'etc']","['sure', 'sustainable', 'still', 'weaker', 'eurusd', 'deteriorated', 'economical', 'growth', 'major', 'importers', 'china', 'japan', 'eu', 'etc']","['sure', 'sustainable', 'still', 'weaker', 'eurusd', 'deteriorated', 'economical', 'growth', 'major', 'importer', 'china', 'japan', 'eu', 'etc']","['sure', 'sustain', 'still', 'weaker', 'eurusd', 'deterior', 'econom', 'growth', 'major', 'import', 'china', 'japan', 'eu', 'etc']",sure sustain still weaker eurusd deterior econom growth major import china japan etc,"{'neg': 0.163, 'neu': 0.562, 'pos': 0.275, 'compound': 0.25}"
166,605688727,ice_trade,False,292,1772,328,2,2012-08-15 07:39:42+00:00, ,235641903650054145,en,0,0,0,0,Twitter for BlackBerry®,"Hello peeps, we are still in the long position on EUR/USD and GBP/USD . We  decided to do some small chops since it is not going that fast.",hello peeps we are still in the long position on eurusd and gbpusd  we  decided to do some small chops since it is not going that fast,"['hello', 'peeps', 'we', 'are', 'still', 'in', 'the', 'long', 'position', 'on', 'eurusd', 'and', 'gbpusd', 'we', 'decided', 'to', 'do', 'some', 'small', 'chops', 'since', 'it', 'is', 'not', 'going', 'that', 'fast']","['hello', 'peeps', 'still', 'long', 'position', 'eurusd', 'gbpusd', 'decided', 'small', 'chops', 'since', 'going', 'fast']","['hello', 'peep', 'still', 'long', 'position', 'eurusd', 'gbpusd', 'decided', 'small', 'chop', 'since', 'going', 'fast']","['hello', 'peep', 'still', 'long', 'posit', 'eurusd', 'gbpusd', 'decid', 'small', 'chop', 'sinc', 'go', 'fast']",hello peep still long posit eurusd gbpusd decid small chop sinc fast,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
167,414259284,Tickmill,False,34156,125,25635,161,2012-08-15 06:50:08+00:00, ,235629427688607744,en,0,0,0,0,Twitter Web Client,"#EUR/USD Sell Orders lined up 1.2360-70, 1.2380 and 1.2400, stops above 1.2410 larger above 1.2440 #USD #FX #li",usd sell orders lined up 1236070 12380 and 12400 stops above 12410 larger above 12440   ,"['usd', 'sell', 'orders', 'lined', 'up', '1236070', '12380', 'and', '12400', 'stops', 'above', '12410', 'larger', 'above', '12440']","['usd', 'sell', 'orders', 'lined', '1236070', '12380', '12400', 'stops', '12410', 'larger', '12440']","['usd', 'sell', 'order', 'lined', '1236070', '12380', '12400', 'stop', '12410', 'larger', '12440']","['usd', 'sell', 'order', 'line', '1236070', '12380', '12400', 'stop', '12410', 'larger', '12440']",usd sell order line 1236070 12380 12400 stop 12410 larger 12440,"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.296}"
