,tweet,textblob_polarity,textblob_subjectivity,nltk,vader
94,"Market talk of offers in EUR/USD at 1.3100 and
then at 1.3120-25, stops above - Unconfirmed",0.0,0.0,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}","{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}"
95,Macro Buyers #EUR/JPY and #USD/JPY - latter through 99.00-05-10 stops #JPY,0.0,0.0,"{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}","{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}"
96,"#FX performance so far this morning: yen is weak across the board, GP, CAD, AUD and NZD are storngest, EUR and USD are weak ^KB #Currency",-0.21666666666666667,0.75,"{'neg': 0.326, 'neu': 0.674, 'pos': 0.0, 'compound': -0.7003}","{'neg': 0.326, 'neu': 0.674, 'pos': 0.0, 'compound': -0.7003}"
97,"EUR/USD STOPS 1.2990 AND 1.3120 BUT GREATER INTEREST TO FADE 1.30-1.31 EXTREMES, 200-DMA 1.2925, 21-DMA 1.2966 DEFINE KEY",0.25,0.75,"{'neg': 0.112, 'neu': 0.609, 'pos': 0.279, 'compound': 0.5106}","{'neg': 0.112, 'neu': 0.609, 'pos': 0.279, 'compound': 0.5106}"
98,"EUR/USD
Options: 1.2900, 1.3100
Offers: 1.3070 and 1.3100
Bids: 1.3000/20

EUR/GBP
Options: 0.8595

USD/JPY
Options: 98.00, 99.50 and...",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
99,"Good Morning Traders. I am short EUR/USD. SL for now 1.3150.
TP @ 1.2970 and more. Buy Limit @ 1.2970. Happy Weekend everyone",0.35,0.45000000000000007,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}","{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}"
100,"Japan reporting no objections from G20 on Yen devaluation, supportive of USD/JPY at 98.75 level, EUR/USD 1.3070 and AUD/USD 1.0338.",0.0,0.0,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4019}","{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4019}"
101,DailyFXTeam: $JPY weakens across the board with $AUD and $USD as $EUR gains with $CAD - Asian stocks mixed,0.0,0.0,"{'neg': 0.163, 'neu': 0.64, 'pos': 0.198, 'compound': 0.1531}","{'neg': 0.163, 'neu': 0.64, 'pos': 0.198, 'compound': 0.1531}"
102,"Good Morning! Gold/USD, EUR/USD, GBP/USD and USD/JPY rallied in yesterday's session. Let's see what April 19, 2013 brings to the table!",0.7,0.6000000000000001,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}","{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}"
103,$JPY weakens across the board with $AUD and $USD as $EUR gains with $CAD - Asian stocks mixed,0.0,0.0,"{'neg': 0.173, 'neu': 0.617, 'pos': 0.21, 'compound': 0.1531}","{'neg': 0.173, 'neu': 0.617, 'pos': 0.21, 'compound': 0.1531}"
104,$JPY weakens across the board with $AUD and $USD as $EUR gains with $CAD - Asian stocks mixed,0.0,0.0,"{'neg': 0.173, 'neu': 0.617, 'pos': 0.21, 'compound': 0.1531}","{'neg': 0.173, 'neu': 0.617, 'pos': 0.21, 'compound': 0.1531}"
105,"International buyers:
Till may we will have USD, EUR and GBP prices in all products already posted in BRL already :DDDD",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
106,@jeanienyc Obv short eur usd and long usd chf,-0.025,0.35,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
107,@Hubon @io8_8ov mate short USD against EUR after 1.3144 hit and she retests 1.3080 area against the low of 1.30 for 1.3430 ;),0.0,0.3,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.2732}","{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.2732}"
108,EUR/USD seems to have it's price at 1.30 and will be fixed around this value from now to the end of 2015.,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
109,@mrrocks yes. EUR€ and $USD. Remember commas and stops go in different places too (for numbers that is),0.0,0.0,"{'neg': 0.18, 'neu': 0.492, 'pos': 0.328, 'compound': 0.2023}","{'neg': 0.18, 'neu': 0.492, 'pos': 0.328, 'compound': 0.2023}"
110,"Successful Trades on Apr 18, 2013 According to the analysis of the GBP/USD and EUR/USD trader profited on a binary options platform.",0.3,0.0,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.765}","{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.765}"
111,"i am short eur and long usd/chf at 13062 and 0,9308",-0.025,0.35,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
112,"I put sell order at 1,3110 EUR USD, wait and see if the price will get there.",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
113,Eur/USD : Price squared time on Apirl 4th with 1.2748 and most likely this will be the lowest low for the next 16 months. Good luck !,0.2333333333333333,0.30000000000000004,"{'neg': 0.213, 'neu': 0.407, 'pos': 0.38, 'compound': 0.5719}","{'neg': 0.213, 'neu': 0.407, 'pos': 0.38, 'compound': 0.5719}"
114,Eur/USD : Price squared time on Apirl 4th with 1.2748 and most likely this will be the lowest low for the next 16 months. Good luck !,0.2333333333333333,0.30000000000000004,"{'neg': 0.213, 'neu': 0.407, 'pos': 0.38, 'compound': 0.5719}","{'neg': 0.213, 'neu': 0.407, 'pos': 0.38, 'compound': 0.5719}"
115,Eur/USD : Price squared time on Apirl 4th with 1.2748 and most likely this will be the lowest low for the next 16 months. Good luck !,0.2333333333333333,0.30000000000000004,"{'neg': 0.213, 'neu': 0.407, 'pos': 0.38, 'compound': 0.5719}","{'neg': 0.213, 'neu': 0.407, 'pos': 0.38, 'compound': 0.5719}"
116,Eur/USD : Price squared time on Apirl 4th with 1.2748 and most likely this will be the lowest low for the next 16 months. Good luck !,0.2333333333333333,0.30000000000000004,"{'neg': 0.213, 'neu': 0.407, 'pos': 0.38, 'compound': 0.5719}","{'neg': 0.213, 'neu': 0.407, 'pos': 0.38, 'compound': 0.5719}"
117,Eur/USD : Price squared time on Apirl 4th with 1.2748 and most likely this will be the lowest low for the next 16 months. Good luck !,0.2333333333333333,0.30000000000000004,"{'neg': 0.213, 'neu': 0.407, 'pos': 0.38, 'compound': 0.5719}","{'neg': 0.213, 'neu': 0.407, 'pos': 0.38, 'compound': 0.5719}"
118,Practically zero revenue in 2011 when it got first round of investments of 9M eur. Then 2012: 100M USD. And 2013 in 3 months? 179M USD.,0.024999999999999994,0.3666666666666667,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
119,"@anonimuspak  good morning. i think we may see a small correction toward 0,9274-0,9290 but it looks bullish now, and bearish eur/usd.",0.22499999999999998,0.5,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}","{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}"
120,eur/usd slips in thin range 1.3030/60 flat and boring here........,-0.21250000000000002,0.48750000000000004,"{'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.25}","{'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.25}"
121,Eur/Usd Long activated at 1.3035 again - now took off half at 1.3055/+20 and set SL to BE #EUR #FXDIRK,-0.10833333333333334,0.2833333333333333,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
122,"EUR/USD
Options: 1.2900/30-50 and 1.3000

GBP/USD
Options: 1.5050 and 1.5200

USD/JPY
Options: 97.00, 98.50 and 99.90

AUD/USD
Option...",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
123,"After closing at its highest level since late Feb the previous day, EUR/USD reversed and finished the New York session down 1.08% at 1.3035",-0.1101010101010101,0.4070707070707071,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
124,out of Eur/Usd Long from 1.3048 at entry &gt; re-long at 1.3035 and adding at 1.2985 #FXDIRK,-0.05,0.4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
125,@saraeisenfx Sara! Interested in why the USD and EUR act so differently in contrast to similar measures taken by their central banks?,0.0,0.325,"{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.4588}","{'neg': 0.0, 'neu': 0.786, 'pos': 0.214, 'compound': 0.4588}"
126,"EUR/USD is still about to break Hi Edge on the balance of Long &amp; Short,  and its Fractal Wave looks peak out...",-0.025,0.35,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
127,"USD/JPY up above 98.10, fighting for positive gains. EUR/USD seeing the 1.3040 region and EUR/JPY up 10 pips to 127.97...G20 cool off effect",0.35,0.65,"{'neg': 0.135, 'neu': 0.57, 'pos': 0.295, 'compound': 0.4767}","{'neg': 0.135, 'neu': 0.57, 'pos': 0.295, 'compound': 0.4767}"
128,@elgitano5720 Eur/Usd i don't think it will because usually when risk is off then the #Euro will fall and the #USD will rise,-0.25,0.25,"{'neg': 0.0, 'neu': 0.768, 'pos': 0.232, 'compound': 0.2057}","{'neg': 0.0, 'neu': 0.768, 'pos': 0.232, 'compound': 0.2057}"
129,Ok. It looks we need to go shouth now. Looking to buy usd/chf and sell eur/usd.,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
130,"EUR weakened further versus USD and fell to test the 1.30 psychological level, weighed by strong risk aversion and Weidmann dovish comments",0.4333333333333333,0.7333333333333333,"{'neg': 0.231, 'neu': 0.613, 'pos': 0.156, 'compound': -0.1531}","{'neg': 0.231, 'neu': 0.613, 'pos': 0.156, 'compound': -0.1531}"
131,@maxw3st Im looking for a Head and shoulder pattern before it happens..Eur usd 1 hour/4 hr..Right shoulder 10399,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
132,"@stephenbuckle on the EUR/USD yes, though you could probably short any risk pair for the remainder of the week and even the main indices.",0.08333333333333333,0.31666666666666665,"{'neg': 0.133, 'neu': 0.696, 'pos': 0.171, 'compound': 0.1531}","{'neg': 0.133, 'neu': 0.696, 'pos': 0.171, 'compound': 0.1531}"
133,taken off half of Aud usd and eur usd..rsi hourly's looking a tad oversold,-0.16666666666666666,0.16666666666666666,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
134,"watch cross pairs on EUR/JPY and GBP/JPY, note reversal on USD/JPY, not at ADR, and moving lower, spreadsheet reposted",0.0,0.0,"{'neg': 0.155, 'neu': 0.845, 'pos': 0.0, 'compound': -0.296}","{'neg': 0.155, 'neu': 0.845, 'pos': 0.0, 'compound': -0.296}"
135,"I swear #FX is the most gangsta market on the planet, combine the leverage and the action and its simply ""ruthless"" EUR/USD up 150p dwn 150p",-0.45,0.55,"{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.0516}","{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.0516}"
136,EUR/USD just continues to dip lower and DX ripping.,0.0,0.0,"{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.296}","{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.296}"
137,"@Beer_Brew_Guru EUR and CHF, but because EURCHF is rallying, the USD is moving stronger against the CHF.  So had you bought USD against..",0.0,0.0,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.3818}","{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.3818}"
138,EUR.USD  through 1.3035/1.3020 and it could get really ugly ...,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
139,Being sort EUR/JPY and AUD/USD is an indirect way of being short AUD/JPY. The latter pair is of course going to resume higher.,0.08333333333333333,0.26666666666666666,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
140,Was not happy with the price action with USD/JPY so I got out but held my GBP/JPY and went short EUR/JPY and AUD/USD.,0.05,0.2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
141,"Euro Exchange Rate Forecast – EUR/USD Trading in Region of 7-Week High: Against the British Pound the Euro also gained, and the commo...",0.08,0.26999999999999996,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.5267}","{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.5267}"
142,"GBP slides v both USD and EUR today: 1.5230 &amp; 1.1615 respectively. GBP/AUD holds at 1.4730. EUR/AUD 1.2679, down from 1.2720s this morn",0.0,0.0,"{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.4767}","{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.4767}"
143,"GBP slides v both USD and EUR today: 1.5230 &amp; 1.1615 respectively. GBP/AUD holds at 1.4730. EUR/AUD 1.2679, down from 1.2720s this morn",0.0,0.0,"{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.4767}","{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.4767}"
144,@erwinkooi @pebble 21 euro VAT and 13 euro clearance charges. VAT is based on 100 eur customs value which is excessive vs usd 90 watch,-0.8,1.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
145,"USD/JPY gives back some gains, marking lows at 97.76, EUR/JPY battling at the 128.50 mark and EUR/USD firmly in negative territory at 1.3129",-0.06666666666666667,0.2333333333333333,"{'neg': 0.108, 'neu': 0.718, 'pos': 0.174, 'compound': 0.3182}","{'neg': 0.108, 'neu': 0.718, 'pos': 0.174, 'compound': 0.3182}"
146,"Soc Gen: ""We are short and wrong in EUR/USD but sticking firmly to the view""",-0.2333333333333333,0.5333333333333333,"{'neg': 0.307, 'neu': 0.693, 'pos': 0.0, 'compound': -0.4767}","{'neg': 0.307, 'neu': 0.693, 'pos': 0.0, 'compound': -0.4767}"
147,Ut oh ... $EUR/USD and $ES_F dumping,0.0,0.0,"{'neg': 0.565, 'neu': 0.435, 'pos': 0.0, 'compound': -0.3818}","{'neg': 0.565, 'neu': 0.435, 'pos': 0.0, 'compound': -0.3818}"
148,"European markets are marching higher, USD/JPY kisses the 98 level but bounces, EUR/USD down 20 pips at 1.3157 and EUR/JPY holding at 129.",0.125,0.25,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.4215}","{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.4215}"
149,EUR/USD traded firm yesterday breaking up through recent highs and 100 DMA at 1.3155 triggering an influx of stops to a high of 1.3202.,0.03,0.4325,"{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.296}","{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.296}"
150,"European stock index futures are lower, in the FX space the yen, NZD, AUD are weaker, while EUR and USD are slightly higher ^KB #FX",0.02777777777777778,0.2222222222222222,"{'neg': 0.298, 'neu': 0.702, 'pos': 0.0, 'compound': -0.6249}","{'neg': 0.298, 'neu': 0.702, 'pos': 0.0, 'compound': -0.6249}"
151,"Eur/Usd Euro is killing usd,May GOD Help Us And Fight For USD",0.0,0.0,"{'neg': 0.453, 'neu': 0.248, 'pos': 0.298, 'compound': -0.5423}","{'neg': 0.453, 'neu': 0.248, 'pos': 0.298, 'compound': -0.5423}"
152,"Covered my EUR/JPY short yesterday and I went short USD/JPY today, according to my calculations, 94.000 should be hit by this week.",0.0,0.3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
153,Aussie and Kiwi Rebound Alongside Gold; EUR/USD Above $1.3100,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
154,Aussie and Kiwi Rebound Alongside Gold; EUR/USD Above $1.3100,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
155,EUR/USD pair has vadliated a bullish flag and should post further advance,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
156,EUR/USD met 1.3135-1.3150; watch 1.3185-1.3210 closely and be prepared for 150 pip trade set-up into either 1.3350 or 1.3050,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
157,still seeing eur/usd weakness and resistance 13150 area,-0.375,0.625,"{'neg': 0.326, 'neu': 0.674, 'pos': 0.0, 'compound': -0.4404}","{'neg': 0.326, 'neu': 0.674, 'pos': 0.0, 'compound': -0.4404}"
158,@xshay @xero have been excellent for us (usd/eur/gbp) and support aud. highly recommended.,0.16,0.5399999999999999,"{'neg': 0.0, 'neu': 0.268, 'pos': 0.732, 'compound': 0.802}","{'neg': 0.0, 'neu': 0.268, 'pos': 0.732, 'compound': 0.802}"
159,EUR/USD into 1.3085-1.3110 and gaining steam for 1.3135/1.3150; need to see price action at 1.3150-1.3200 for directional guidance,0.1,0.25,"{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.5267}","{'neg': 0.0, 'neu': 0.764, 'pos': 0.236, 'compound': 0.5267}"
160,I'm in w/ EUR/JPY-L and USD/JPY-L. Still holding EUR/USD-S though.,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
161,"ZEW out, current conditions 9.2 vs. 13.6, Econ expectations at 36.3 vs. 43 forecast and 48.5 in March. EUR/USD down at 1.3035.",0.0,0.4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
162,#EUR/USD slides as specs exit longs and reverse to piggyback  ACB sellers,-0.05,0.4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
163,"@rioseco751 GM , how do u see usd/chf and eur/aud today??",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
164,"Risk assets are staging a bit of a recovery in late Asian trade, with AUD, EUR and NZD all regaining some ground against USD ^CA",-0.15,0.3,"{'neg': 0.127, 'neu': 0.723, 'pos': 0.151, 'compound': 0.1027}","{'neg': 0.127, 'neu': 0.723, 'pos': 0.151, 'compound': 0.1027}"
165,"International buyers
Till May i will do my best to have all prices in USD, EUR and GBP posted!!!! Please be patient :D",1.0,0.3,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.6369}","{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.6369}"
166,"EUR/USD Fractal Wave is almost on Hi Edge, and its Long &amp; Short balance looks almost equal...",-0.016666666666666666,0.31666666666666665,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
167,"USD/JPY back above 97 handle, EUR/JPY recouping from lows not at 126.64 and EUR/USD just below 1.50 level. S&amp;P500 futures positive +0.43%.",0.0,0.15,"{'neg': 0.139, 'neu': 0.861, 'pos': 0.0, 'compound': -0.2732}","{'neg': 0.139, 'neu': 0.861, 'pos': 0.0, 'compound': -0.2732}"
168,"News Trades: 9:30 PM ET AUD/USD, 5:00 AM EUR/USD, 8:30 AM USD/CAD and or USD/JPY",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
169,"USD/JPY recovering from 95.75 low, EUR/USD up 10 pips  at 1.3046 and EUR/JPY recovering 1.25.86 level. AUD/USD recouping 1.03 handle as well",0.0,0.3,"{'neg': 0.115, 'neu': 0.769, 'pos': 0.115, 'compound': 0.0}","{'neg': 0.115, 'neu': 0.769, 'pos': 0.115, 'compound': 0.0}"
170,EUR/USD and USD/JPY falling quickly - no news outside of stocks also under major pressure,0.19791666666666666,0.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
171,TRADE DESK: Hope your all having a good day today. Hope your trading is going well. We hope you all profited on the EUR/USD and USD/CHF's!,0.7,0.6000000000000001,"{'neg': 0.0, 'neu': 0.297, 'pos': 0.703, 'compound': 0.9393}","{'neg': 0.0, 'neu': 0.297, 'pos': 0.703, 'compound': 0.9393}"
172,Let's see if finally we have a pull back. Eur/usd and usd/chf.,0.0,0.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
173,EUR/USD and USD/JPY falling quickly - no news outside of stocks also under major pressure,0.19791666666666666,0.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
174,EUR/USD: I favor short positions under 1.3115 targeting 1.2890 (200 Day SMA &amp; 61% retrace) and then 1.2750 in extension.,0.0,0.3,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4019}","{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4019}"
175,EUR/USD: Looks like 38% retrace from feb 1 highs to mar low is key resistance and the pair is overbought on Stoch.  Looks like a turn down.,0.05333333333333334,0.6133333333333333,"{'neg': 0.104, 'neu': 0.647, 'pos': 0.249, 'compound': 0.4404}","{'neg': 0.104, 'neu': 0.647, 'pos': 0.249, 'compound': 0.4404}"
176,FX pundits note dis ...get ready to sell EUR/USD....current prize 1.3086..and buy USD/CHF.....0.9303,0.0,0.0,"{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.5106}","{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.5106}"
177,"USD/JPY restesting the gap zone at 97.75, pressure came from EUR/JPY but EUR/USD is recovering from earlier lows and now holds 1.3075.",0.0,0.4,"{'neg': 0.139, 'neu': 0.861, 'pos': 0.0, 'compound': -0.2732}","{'neg': 0.139, 'neu': 0.861, 'pos': 0.0, 'compound': -0.2732}"
178,Arrg short Eur/usd @ 3095 missed by a few pips. Damn toilet breaks and inferior bladder,-0.016666666666666666,0.15,"{'neg': 0.467, 'neu': 0.533, 'pos': 0.0, 'compound': -0.7184}","{'neg': 0.467, 'neu': 0.533, 'pos': 0.0, 'compound': -0.7184}"
179,EUR/USD boxed at 1.3000/1.3050-1.3150/1.3200 for 100 pip move at 1.3036 and 1.3133; no strong momentum to suggest break-out,0.4333333333333333,0.7333333333333333,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5106}","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5106}"
180,AUD and NZD declined against all counterparts as China Q1 GDP disappointed; Majors vs. AUD: USD +0.5%; EUR +-0.4%; GBP +0.5%. - CNY ECON: C…,0.0625,0.5,"{'neg': 0.172, 'neu': 0.828, 'pos': 0.0, 'compound': -0.4019}","{'neg': 0.172, 'neu': 0.828, 'pos': 0.0, 'compound': -0.4019}"
181,"$AUD and $NZD declined against all counterparts as China Q1 GDP disappointed; Majors vs. AUD: USD +0.5%; EUR +-0.4%; GBP +0.5%.""",0.0625,0.5,"{'neg': 0.197, 'neu': 0.803, 'pos': 0.0, 'compound': -0.4019}","{'neg': 0.197, 'neu': 0.803, 'pos': 0.0, 'compound': -0.4019}"
182,$AUD and $NZD declined against all counterparts as China Q1 GDP disappointed; Majors vs. AUD: USD +0.5%; EUR +-0.4%; GBP +0.5%.,0.0625,0.5,"{'neg': 0.197, 'neu': 0.803, 'pos': 0.0, 'compound': -0.4019}","{'neg': 0.197, 'neu': 0.803, 'pos': 0.0, 'compound': -0.4019}"
183,"EUR/USD Fractal Wave is just below Hi Edge, and its Long &amp; Short balance looks equal.",-0.016666666666666666,0.31666666666666665,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
184,"International buyers
I 'm almost finishing the prices in USD, EUR and GBP.
Soon you will have your time as well :D",0.0,0.0,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2732}","{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2732}"
185,SIGNAL: Close both open positions and enjoy your profits! #FlowFXForex #FX so EUR/USD and USD/CHF positions should be closed at this time!,0.2,0.5,"{'neg': 0.0, 'neu': 0.596, 'pos': 0.404, 'compound': 0.7269}","{'neg': 0.0, 'neu': 0.596, 'pos': 0.404, 'compound': 0.7269}"
186,"Waiting for a upward cross of the 3 and 6 EMAs on the 15m eur/usd chart. If I do not get it, I will be looking for a buy position manually.",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
